date,ATVI stock,isPartial
2013-01-01,43,False
2013-01-02,35,False
2013-01-03,68,False
2013-01-04,35,False
2013-01-05,0,False
2013-01-06,0,False
2013-01-07,33,False
2013-01-08,33,False
2013-01-09,0,False
2013-01-10,33,False
2013-01-11,51,False
2013-01-12,39,False
2013-01-13,38,False
2013-01-14,0,False
2013-01-15,48,False
2013-01-16,32,False
2013-01-17,0,False
2013-01-18,100,False
2013-01-19,0,False
2013-01-20,0,False
2013-01-21,32,False
2013-01-22,32,False
2013-01-23,0,False
2013-01-24,0,False
2013-01-25,33,False
2013-01-26,38,False
2013-01-27,0,False
2013-01-28,0,False
2013-01-29,0,False
2013-01-30,32,False
2013-01-31,64,False
