date,BA stock,isPartial
2012-08-01,25,False
2012-08-02,99,False
2012-08-03,52,False
2012-08-04,62,False
2012-08-05,30,False
2012-08-06,24,False
2012-08-07,49,False
2012-08-08,25,False
2012-08-09,100,False
2012-08-10,65,False
2012-08-11,61,False
2012-08-12,0,False
2012-08-13,50,False
2012-08-14,37,False
2012-08-15,25,False
2012-08-16,25,False
2012-08-17,26,False
2012-08-18,62,False
2012-08-19,31,False
2012-08-20,76,False
2012-08-21,25,False
2012-08-22,0,False
2012-08-23,50,False
2012-08-24,39,False
2012-08-25,30,False
2012-08-26,58,False
2012-08-27,36,False
2012-08-28,36,False
2012-08-29,48,False
2012-08-30,49,False
2012-08-31,62,False
