date,EBAY stock,isPartial
2016-07-01,46,False
2016-07-02,38,False
2016-07-03,38,False
2016-07-04,27,False
2016-07-05,36,False
2016-07-06,41,False
2016-07-07,44,False
2016-07-08,41,False
2016-07-09,39,False
2016-07-10,37,False
2016-07-11,46,False
2016-07-12,36,False
2016-07-13,34,False
2016-07-14,32,False
2016-07-15,39,False
2016-07-16,35,False
2016-07-17,29,False
2016-07-18,41,False
2016-07-19,55,False
2016-07-20,70,False
2016-07-21,100,False
2016-07-22,73,False
2016-07-23,35,False
2016-07-24,38,False
2016-07-25,54,False
2016-07-26,54,False
2016-07-27,48,False
2016-07-28,37,False
2016-07-29,50,False
2016-07-30,31,False
2016-07-31,19,False
