date,FB stock,isPartial
2013-07-01,11,False
2013-07-02,14,False
2013-07-03,15,False
2013-07-04,6,False
2013-07-05,7,False
2013-07-06,3,False
2013-07-07,3,False
2013-07-08,10,False
2013-07-09,14,False
2013-07-10,13,False
2013-07-11,14,False
2013-07-12,18,False
2013-07-13,8,False
2013-07-14,3,False
2013-07-15,15,False
2013-07-16,19,False
2013-07-17,13,False
2013-07-18,15,False
2013-07-19,12,False
2013-07-20,5,False
2013-07-21,1,False
2013-07-22,12,False
2013-07-23,12,False
2013-07-24,37,False
2013-07-25,100,False
2013-07-26,56,False
2013-07-27,19,False
2013-07-28,6,False
2013-07-29,27,False
2013-07-30,32,False
2013-07-31,45,False
