date,HAS stock,isPartial
2014-06-01,59,False
2014-06-02,85,False
2014-06-03,58,False
2014-06-04,78,False
2014-06-05,70,False
2014-06-06,80,False
2014-06-07,58,False
2014-06-08,76,False
2014-06-09,100,False
2014-06-10,70,False
2014-06-11,59,False
2014-06-12,58,False
2014-06-13,60,False
2014-06-14,74,False
2014-06-15,46,False
2014-06-16,80,False
2014-06-17,81,False
2014-06-18,58,False
2014-06-19,74,False
2014-06-20,55,False
2014-06-21,65,False
2014-06-22,77,False
2014-06-23,71,False
2014-06-24,70,False
2014-06-25,77,False
2014-06-26,68,False
2014-06-27,48,False
2014-06-28,45,False
2014-06-29,50,False
2014-06-30,56,False
