date,HAS stock,isPartial
2016-11-01,38,False
2016-11-02,40,False
2016-11-03,39,False
2016-11-04,39,False
2016-11-05,28,False
2016-11-06,36,False
2016-11-07,40,False
2016-11-08,43,False
2016-11-09,100,False
2016-11-10,48,False
2016-11-11,42,False
2016-11-12,26,False
2016-11-13,40,False
2016-11-14,55,False
2016-11-15,47,False
2016-11-16,52,False
2016-11-17,50,False
2016-11-18,41,False
2016-11-19,29,False
2016-11-20,43,False
2016-11-21,51,False
2016-11-22,48,False
2016-11-23,34,False
2016-11-24,26,False
2016-11-25,26,False
2016-11-26,30,False
2016-11-27,34,False
2016-11-28,49,False
2016-11-29,50,False
2016-11-30,52,False
