date,MCD stock,isPartial
2018-12-01,50,False
2018-12-02,30,False
2018-12-03,78,False
2018-12-04,100,False
2018-12-05,13,False
2018-12-06,97,False
2018-12-07,64,False
2018-12-08,35,False
2018-12-09,20,False
2018-12-10,74,False
2018-12-11,44,False
2018-12-12,58,False
2018-12-13,73,False
2018-12-14,31,False
2018-12-15,41,False
2018-12-16,31,False
2018-12-17,61,False
2018-12-18,59,False
2018-12-19,51,False
2018-12-20,37,False
2018-12-21,79,False
2018-12-22,16,False
2018-12-23,42,False
2018-12-24,85,False
2018-12-25,23,False
2018-12-26,84,False
2018-12-27,61,False
2018-12-28,53,False
2018-12-29,31,False
2018-12-30,31,False
2018-12-31,41,False
