date,SYMC stock,isPartial
2014-02-01,47,False
2014-02-02,0,False
2014-02-03,40,False
2014-02-04,80,False
2014-02-05,40,False
2014-02-06,55,False
2014-02-07,0,False
2014-02-08,46,False
2014-02-09,46,False
2014-02-10,39,False
2014-02-11,39,False
2014-02-12,0,False
2014-02-13,40,False
2014-02-14,42,False
2014-02-15,0,False
2014-02-16,46,False
2014-02-17,0,False
2014-02-18,40,False
2014-02-19,100,False
2014-02-20,0,False
2014-02-21,41,False
2014-02-22,94,False
2014-02-23,46,False
2014-02-24,59,False
2014-02-25,0,False
2014-02-26,39,False
2014-02-27,80,False
2014-02-28,63,False
